Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,VmId,______,____________,Latitude,Longitude
Gogoro 三重成功門市站(多站),VmId: 002e15b4-b766-40dc-9a0d-1eaf0e545c8d<br>地址: 新北市三重區成功路115號(近成功路/集成路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.051840<br>Longitude: 121.487640,,,,,"-1","0","-1",,,002e15b4-b766-40dc-9a0d-1eaf0e545c8d,新北市三重區成功路115號(近成功路/集成路口),已啟用,"25.051840","121.487640"
7-ELEVEN 濱海店站,VmId: 002f4908-a033-4678-8e3f-e5038c9f0319<br>地址: 桃園市大園區竹圍里五鄰竹圍街45-3號(近竹圍街/竹圍街44巷路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.104733<br>Longitude: 121.243208,,,,,"-1","0","-1",,,002f4908-a033-4678-8e3f-e5038c9f0319,桃園市大園區竹圍里五鄰竹圍街45-3號(近竹圍街/竹圍街44巷路口),已啟用,"25.104733","121.243208"
eReady 台中旗艦店站(多站),VmId: 00607f9b-ed34-45e2-8777-7841cfd962f7<br>地址: 台中市北區北屯路22-5號(近北屯路/德化街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.161347<br>Longitude: 120.692405,,,,,"-1","0","-1",,,00607f9b-ed34-45e2-8777-7841cfd962f7,台中市北區北屯路22-5號(近北屯路/德化街口),已啟用,"24.161347","120.692405"
全聯屏東林森店站,VmId: 006e6ccc-7a51-439e-b275-ca9e30e21320<br>地址: 屏東縣屏東市自由路163號(近自由路/民生路路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.668561<br>Longitude: 120.494274,,,,,"-1","0","-1",,,006e6ccc-7a51-439e-b275-ca9e30e21320,屏東縣屏東市自由路163號(近自由路/民生路路口),已啟用,"22.668561","120.494274"
全聯小港店北店站(多站),VmId: 00a23773-9a7d-41e1-83cd-4519f18b4919<br>地址: 高雄市小港區店北路159號(近店北路/店鳳街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.562672<br>Longitude: 120.351212,,,,,"-1","0","-1",,,00a23773-9a7d-41e1-83cd-4519f18b4919,高雄市小港區店北路159號(近店北路/店鳳街口),已啟用,"22.562672","120.351212"
中油台糖成功加油站,VmId: 01062e78-749d-4f7e-90b2-33b3b56c318d<br>地址: 高雄市前鎮區成功二路2-2號(近成功二路/時代大道)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.596899<br>Longitude: 120.305109,,,,,"-1","0","-1",,,01062e78-749d-4f7e-90b2-33b3b56c318d,高雄市前鎮區成功二路2-2號(近成功二路/時代大道),已啟用,"22.596899","120.305109"
康是美鳳揚藥局店站(多站),VmId: 0115e8a3-3ee0-4a0e-a162-ffcb76b894d0<br>地址: 高雄市鳳山區文衡路379號(近文衡路/文平街)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.640830<br>Longitude: 120.350630,,,,,"-1","0","-1",,,0115e8a3-3ee0-4a0e-a162-ffcb76b894d0,高雄市鳳山區文衡路379號(近文衡路/文平街),已啟用,"22.640830","120.350630"
宜家家居南屯店站,VmId: 011b66f2-c937-41c0-8695-b0c1f7c273ed<br>地址: 台中市南屯區向上路二段168號(近向上路二段/大觀路口)<br>營業時間: 10:00 ~ 22:00<br>目前狀態: 已啟用<br>Latitude: 24.147611<br>Longitude: 120.642856,,,,,"-1","0","-1",,,011b66f2-c937-41c0-8695-b0c1f7c273ed,台中市南屯區向上路二段168號(近向上路二段/大觀路口),已啟用,"24.147611","120.642856"
楓康超市青海店站,VmId: 01255a75-d14e-4af8-8a41-d5c12acafc2b<br>地址: 台中市西屯區青海路二段520號(近青海路/福科二路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.176111<br>Longitude: 120.636411,,,,,"-1","0","-1",,,01255a75-d14e-4af8-8a41-d5c12acafc2b,台中市西屯區青海路二段520號(近青海路/福科二路口),已啟用,"24.176111","120.636411"
全聯新莊龍安店站,VmId: 012c542e-da03-4207-b979-5fc78cbeb487<br>地址: 新北市新莊區中正路893巷2之1號(近迴龍捷運站3號出口對面)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.020932<br>Longitude: 121.413277,,,,,"-1","0","-1",,,012c542e-da03-4207-b979-5fc78cbeb487,新北市新莊區中正路893巷2之1號(近迴龍捷運站3號出口對面),已啟用,"25.020932","121.413277"
中油八德路加油站,VmId: 0145397e-bb57-4cab-9748-d5295c777f96<br>地址: 基隆市七堵區八德路2-15號(近八德櫻花公園)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.104102<br>Longitude: 121.723453,,,,,"-1","0","-1",,,0145397e-bb57-4cab-9748-d5295c777f96,基隆市七堵區八德路2-15號(近八德櫻花公園),已啟用,"25.104102","121.723453"
高雄市旗津復興社區站(多站),VmId: 01966bfa-189a-42e8-aba0-c0d0e8c90678<br>地址: 高雄市旗津區旗津三路900巷與復興巷口(近旗津三路900巷/復興巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.605473<br>Longitude: 120.272907,,,,,"-1","0","-1",,,01966bfa-189a-42e8-aba0-c0d0e8c90678,高雄市旗津區旗津三路900巷與復興巷口(近旗津三路900巷/復興巷口),已啟用,"22.605473","120.272907"
全聯大園和平店站,VmId: 01f7ff69-facd-455a-9e2d-129dc3fdc628<br>地址: 桃園市大園區和平東路65號(近和平東路與和平二街路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.061972<br>Longitude: 121.200064,,,,,"-1","0","-1",,,01f7ff69-facd-455a-9e2d-129dc3fdc628,桃園市大園區和平東路65號(近和平東路與和平二街路口),已啟用,"25.061972","121.200064"
車太炫自助洗車竹北嘉興店站,VmId: 01fcef1e-1c2e-4d56-bfdc-697a83ef0f67<br>地址: 新竹縣竹北市嘉興路507號(近嘉興路與十興一街口)<br>營業時間: 06:00 ~ 22:00<br>目前狀態: 已啟用<br>Latitude: 24.823609<br>Longitude: 121.033282,,,,,"-1","0","-1",,,01fcef1e-1c2e-4d56-bfdc-697a83ef0f67,新竹縣竹北市嘉興路507號(近嘉興路與十興一街口),已啟用,"24.823609","121.033282"
佳里國小廣停二停車場站,VmId: 01ffe3a7-dcb6-47fc-86da-45661b59c371<br>地址: 台南市佳里區文化路359號(近文化路/公園路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.163047<br>Longitude: 120.172299,,,,,"-1","0","-1",,,01ffe3a7-dcb6-47fc-86da-45661b59c371,台南市佳里區文化路359號(近文化路/公園路口),已啟用,"23.163047","120.172299"
中油東大加油站,VmId: 0213d693-69cb-4cad-b089-559f9c81c211<br>地址: 台中市西屯區臺灣大道四段1832號(近大同公司台中分公司)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.182703<br>Longitude: 120.601056,,,,,"-1","0","-1",,,0213d693-69cb-4cad-b089-559f9c81c211,台中市西屯區臺灣大道四段1832號(近大同公司台中分公司),已啟用,"24.182703","120.601056"
台亞龍潭交流道加油站,VmId: 0217ecca-1cf4-4a21-a242-4414086c76d5<br>地址: 桃園市龍潭區中正路605號 (近中正路/雙連街交岔口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.855086<br>Longitude: 121.220305,,,,,"-1","0","-1",,,0217ecca-1cf4-4a21-a242-4414086c76d5,桃園市龍潭區中正路605號 (近中正路/雙連街交岔口),已啟用,"24.855086","121.220305"
西歐新竹中華加油站(多站),VmId: 0223bc68-ec01-4762-8070-b70cfce4199d<br>地址: 新竹市東區中華路二段59號(近新竹高工)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.808151<br>Longitude: 120.981899,,,,,"-1","0","-1",,,0223bc68-ec01-4762-8070-b70cfce4199d,新竹市東區中華路二段59號(近新竹高工),已啟用,"24.808151","120.981899"
摩斯漢堡格致店站(多站),VmId: 02257059-ab8f-4485-a9bf-ec217883eaea<br>地址: 台北市士林區格致路59號(近格致路/菁山路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.137979<br>Longitude: 121.546446,,,,,"-1","0","-1",,,02257059-ab8f-4485-a9bf-ec217883eaea,台北市士林區格致路59號(近格致路/菁山路口),已啟用,"25.137979","121.546446"
新北市石碇區公所站,VmId: 023712ab-8c51-4e79-a5e2-bb5a25f5c862<br>地址: 新北市石碇區碇坪路一段37號(近石碇區公所)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.991437<br>Longitude: 121.658121,,,,,"-1","0","-1",,,023712ab-8c51-4e79-a5e2-bb5a25f5c862,新北市石碇區碇坪路一段37號(近石碇區公所),已啟用,"24.991437","121.658121"
桃園市楊梅埔心車站後站停車場站,VmId: 02483fed-bad1-43e0-aae9-d11458183882<br>地址: 桃園市楊梅區楊梅市梅獅路一段87巷(近埔心火車站後站)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.919665<br>Longitude: 121.182955,,,,,"-1","0","-1",,,02483fed-bad1-43e0-aae9-d11458183882,桃園市楊梅區楊梅市梅獅路一段87巷(近埔心火車站後站),已啟用,"24.919665","121.182955"
全聯屏東南州店站,VmId: 024e44e7-03aa-44bb-bb71-28ce075eff6f<br>地址: 屏東縣南州鄉人和路1-2，1-3號(近南州郵局屏東56支局 )<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.489626<br>Longitude: 120.511703,,,,,"-1","0","-1",,,024e44e7-03aa-44bb-bb71-28ce075eff6f,屏東縣南州鄉人和路1-2，1-3號(近南州郵局屏東56支局 ),已啟用,"22.489626","120.511703"
全聯南投集集店站,VmId: 025f5213-7e06-4ae5-8e71-eae84579ca37<br>地址: 南投縣集集鎮民生路9-21號(近民生路/民生五街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.827850<br>Longitude: 120.793720,,,,,"-1","0","-1",,,025f5213-7e06-4ae5-8e71-eae84579ca37,南投縣集集鎮民生路9-21號(近民生路/民生五街口),已啟用,"23.827850","120.793720"
全聯竹山集山店站,VmId: 027d6fad-6ec8-4b85-8d6f-0b2f3dc587cb<br>地址: 南投縣竹山鎮集山路三段227號(近集山路三段/集山路三段301巷)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.763265<br>Longitude: 120.700597,,,,,"-1","0","-1",,,027d6fad-6ec8-4b85-8d6f-0b2f3dc587cb,南投縣竹山鎮集山路三段227號(近集山路三段/集山路三段301巷),已啟用,"23.763265","120.700597"
新北市永和國光路站(多站),VmId: 0280eaf8-eb14-4d9e-bcb8-ebd4eb2675a9<br>地址: 新北市永和區國光路27號對面(近新北市立圖書館永和分館)<br>營業時間: 24HR<br>目前狀態: 建置中(其他狀態100)<br>Latitude: 25.008443<br>Longitude: 121.519580,,,,,"-1","0","-1",,,0280eaf8-eb14-4d9e-bcb8-ebd4eb2675a9,新北市永和區國光路27號對面(近新北市立圖書館永和分館),建置中(其他狀態100),"25.008443","121.519580"
Gogoro 蘆洲中原門市店站,VmId: 02a4550c-6abe-43ec-81db-1eae9c6adabc<br>地址: 新北市蘆洲區中原路1號(近中原路/長榮路交叉口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.083592<br>Longitude: 121.461656,,,,,"-1","0","-1",,,02a4550c-6abe-43ec-81db-1eae9c6adabc,新北市蘆洲區中原路1號(近中原路/長榮路交叉口),已啟用,"25.083592","121.461656"
Gogoro 鳳山五甲門市站,VmId: 02aa6b84-40b0-4ac2-adbc-7b75a92ca426<br>地址: 高雄市鳳山區五甲一路112號(近五甲一路/五甲一路104巷)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.620788<br>Longitude: 120.356744,,,,,"-1","0","-1",,,02aa6b84-40b0-4ac2-adbc-7b75a92ca426,高雄市鳳山區五甲一路112號(近五甲一路/五甲一路104巷),已啟用,"22.620788","120.356744"
南投縣南投市公所站(多站),VmId: 02b38fdc-eaaa-467f-830a-e28b8bf3c347<br>地址: 南投縣南投市玉井街5號(近大同街/玉井街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.911492<br>Longitude: 120.686976,,,,,"-1","0","-1",,,02b38fdc-eaaa-467f-830a-e28b8bf3c347,南投縣南投市玉井街5號(近大同街/玉井街口),已啟用,"23.911492","120.686976"
西歐桃園中山加油站,VmId: 03105b4b-2ba7-4bb9-9cb5-802a37533107<br>地址: 桃園市桃園區中山路1536號(近衛生福利部桃園醫院)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.975859<br>Longitude: 121.265980,,,,,"-1","0","-1",,,03105b4b-2ba7-4bb9-9cb5-802a37533107,桃園市桃園區中山路1536號(近衛生福利部桃園醫院),已啟用,"24.975859","121.265980"
新北市中和公園站(多站),VmId: 0329769c-c051-42ac-8879-e6b64e54c7c3<br>地址: 新北市中和區安平路194號對面(近安平路/安平路198巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.999397<br>Longitude: 121.513233,,,,,"-1","0","-1",,,0329769c-c051-42ac-8879-e6b64e54c7c3,新北市中和區安平路194號對面(近安平路/安平路198巷口),已啟用,"24.999397","121.513233"
全聯台中北屯店站,VmId: 034991b4-1b5d-46d6-b96e-f23d43ca5e8f<br>地址: 台中市北屯區北屯路289-10號(近北屯路/北屯路212巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.167673<br>Longitude: 120.695583,,,,,"-1","0","-1",,,034991b4-1b5d-46d6-b96e-f23d43ca5e8f,台中市北屯區北屯路289-10號(近北屯路/北屯路212巷口),已啟用,"24.167673","120.695583"
新北市三峽國小地下停車場站(多站),VmId: 03570d4f-2aa8-49d1-9fa7-bedd0234eaac<br>地址: 新北市三峽區中山路16號(近三峽國小停車場入口處)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.934933<br>Longitude: 121.367467,,,,,"-1","0","-1",,,03570d4f-2aa8-49d1-9fa7-bedd0234eaac,新北市三峽區中山路16號(近三峽國小停車場入口處),已啟用,"24.934933","121.367467"
新北市養工處新莊思源路站(多站),VmId: 037bf074-5b5b-4d91-944f-2c3020a9b042<br>地址: 新北市新莊區思源路與昌智路交叉口(近思源路/昌智路交叉口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.056104<br>Longitude: 121.459658,,,,,"-1","0","-1",,,037bf074-5b5b-4d91-944f-2c3020a9b042,新北市新莊區思源路與昌智路交叉口(近思源路/昌智路交叉口),已啟用,"25.056104","121.459658"
臺中市廣停二停車場站(多站),VmId: 03a1266a-6828-465d-9130-3978de240dd1<br>地址: 台中市烏日區三榮二路、三榮路一段(近三榮二路/三榮一路路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.106058<br>Longitude: 120.608706,,,,,"-1","0","-1",,,03a1266a-6828-465d-9130-3978de240dd1,台中市烏日區三榮二路、三榮路一段(近三榮二路/三榮一路路口),已啟用,"24.106058","120.608706"
新北市六張公園站(多站),VmId: 03aa93cc-93d7-4e52-863f-197e1b8d0d60<br>地址: 新北市三重區六張街78號(近新北市三重六張公共托育中心)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.069906<br>Longitude: 121.493912,,,,,"-1","0","-1",,,03aa93cc-93d7-4e52-863f-197e1b8d0d60,新北市三重區六張街78號(近新北市三重六張公共托育中心),已啟用,"25.069906","121.493912"
中油蘇澳加油站(多站),VmId: 03b4a5ef-89e6-4e87-b61b-6ca6c2dfd86e<br>地址: 宜蘭縣蘇澳鎮中山路一段196號(近中山路一段/中原路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.596170<br>Longitude: 121.847155,,,,,"-1","0","-1",,,03b4a5ef-89e6-4e87-b61b-6ca6c2dfd86e,宜蘭縣蘇澳鎮中山路一段196號(近中山路一段/中原路口),已啟用,"24.596170","121.847155"
全家沙鹿正英店站(多站),VmId: 03d98f8a-6931-4a54-bffa-c0c55a2ff107<br>地址: 台中市沙鹿區正英路399號(近正英路/北勢東路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.209820<br>Longitude: 120.580386,,,,,"-1","0","-1",,,03d98f8a-6931-4a54-bffa-c0c55a2ff107,台中市沙鹿區正英路399號(近正英路/北勢東路口),已啟用,"24.209820","120.580386"
中油八里加油站,VmId: 0406ef96-5e86-4857-bf98-b5f2fa4a3862<br>地址: 新北市八里區中山路一段1號(近中山路一段/中華路一段口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.158857<br>Longitude: 121.422970,,,,,"-1","0","-1",,,0406ef96-5e86-4857-bf98-b5f2fa4a3862,新北市八里區中山路一段1號(近中山路一段/中華路一段口),已啟用,"25.158857","121.422970"
全聯平鎮環南店站,VmId: 0413d153-4be1-485c-8e8e-ddcffa980caf<br>地址: 桃園市平鎮區環南路三段69號(近環南路三段/德育路二段交岔口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.940482<br>Longitude: 121.218551,,,,,"-1","0","-1",,,0413d153-4be1-485c-8e8e-ddcffa980caf,桃園市平鎮區環南路三段69號(近環南路三段/德育路二段交岔口),已啟用,"24.940482","121.218551"
7-ELEVEN 聖華店站,VmId: 041c8d31-700d-45aa-9045-9655e3e951dd<br>地址: 新竹市北區西濱路一段399號(近西濱路一段與興濱路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.841120<br>Longitude: 120.932360,,,,,"-1","0","-1",,,041c8d31-700d-45aa-9045-9655e3e951dd,新竹市北區西濱路一段399號(近西濱路一段與興濱路口),已啟用,"24.841120","120.932360"
日月亭廣明二站(多站),VmId: 0423bb0b-8800-4e94-afb8-31b4d5aa153e<br>地址: 桃園市中壢區廣明路158號旁停車場(近廣明路/廣明路122巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.955080<br>Longitude: 121.214260,,,,,"-1","0","-1",,,0423bb0b-8800-4e94-afb8-31b4d5aa153e,桃園市中壢區廣明路158號旁停車場(近廣明路/廣明路122巷口),已啟用,"24.955080","121.214260"
全聯白河國泰店站,VmId: 0442b9c7-308e-4137-bca8-73515232aadd<br>地址: 台南市白河區國泰路127號(近國泰路/民安路路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.348053<br>Longitude: 120.412931,,,,,"-1","0","-1",,,0442b9c7-308e-4137-bca8-73515232aadd,台南市白河區國泰路127號(近國泰路/民安路路口),已啟用,"23.348053","120.412931"
eReady 新莊思源店站(多站),VmId: 0445e53d-acce-45ea-810a-c9ab9475fb6a<br>地址: 新北市新莊區思源路245號(近思源路/思源路241巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.047207<br>Longitude: 121.459666,,,,,"-1","0","-1",,,0445e53d-acce-45ea-810a-c9ab9475fb6a,新北市新莊區思源路245號(近思源路/思源路241巷口),已啟用,"25.047207","121.459666"
全聯新竹武陵店站,VmId: 04764925-72ba-487a-9e7b-936a8a37bf6e<br>地址: 新竹市北區武陵路157-1號(近武陵路/湳中街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.820544<br>Longitude: 120.967768,,,,,"-1","0","-1",,,04764925-72ba-487a-9e7b-936a8a37bf6e,新竹市北區武陵路157-1號(近武陵路/湳中街口),已啟用,"24.820544","120.967768"
Gogoro 蘆洲三民服務中心站,VmId: 0484b938-a72f-44d2-b8cf-03500189b139<br>地址: 新北市蘆洲區三民路140號(近國立空中大學)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.087825<br>Longitude: 121.470657,,,,,"-1","0","-1",,,0484b938-a72f-44d2-b8cf-03500189b139,新北市蘆洲區三民路140號(近國立空中大學),已啟用,"25.087825","121.470657"
Gogoro 台中公益門市站,VmId: 0498c271-fdb7-4f9f-8ccd-0a3e67e2a5ff<br>地址: 台中市西區公益路201號(近公益路/中美街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.150771<br>Longitude: 120.660591,,,,,"-1","0","-1",,,0498c271-fdb7-4f9f-8ccd-0a3e67e2a5ff,台中市西區公益路201號(近公益路/中美街口),已啟用,"24.150771","120.660591"
新北市四維公園地下停車場站,VmId: 04c0b589-4c4d-4d6e-8f2c-5b1eb1046c4c<br>地址: 新北市板橋區四維路177巷3弄11號對面(近四維公園)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.025689<br>Longitude: 121.463922,,,,,"-1","0","-1",,,04c0b589-4c4d-4d6e-8f2c-5b1eb1046c4c,新北市板橋區四維路177巷3弄11號對面(近四維公園),已啟用,"25.025689","121.463922"
台電楓港服務所站,VmId: 04cb6bbd-8699-4472-bfad-c210f5943317<br>地址: 屏東縣枋山鄉德隆12號(近楓港國小)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.190412<br>Longitude: 120.691541,,,,,"-1","0","-1",,,04cb6bbd-8699-4472-bfad-c210f5943317,屏東縣枋山鄉德隆12號(近楓港國小),已啟用,"22.190412","120.691541"
臺鐵竹中車站(多站),VmId: 04def847-0fb6-4879-9966-cbc7174363d9<br>地址: 新竹縣竹東鎮竹中路145號(近竹中火車站停車場)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.781093<br>Longitude: 121.031859,,,,,"-1","0","-1",,,04def847-0fb6-4879-9966-cbc7174363d9,新竹縣竹東鎮竹中路145號(近竹中火車站停車場),已啟用,"24.781093","121.031859"
中油荒野加油站,VmId: 04f9a0a1-2179-46e0-b740-6da67dc5f153<br>地址: 台東縣太麻里鄉美和村美和路2之2號(近台9線/花東海岸公路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.691188<br>Longitude: 121.046966,,,,,"-1","0","-1",,,04f9a0a1-2179-46e0-b740-6da67dc5f153,台東縣太麻里鄉美和村美和路2之2號(近台9線/花東海岸公路口),已啟用,"22.691188","121.046966"
新北市福營休閒廣場站(多站),VmId: 0504b14f-570a-431a-9e37-0ca13adc8d1b<br>地址: 新北市新莊區富國路176巷(近鴻金寶麻吉影城)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.023881<br>Longitude: 121.424266,,,,,"-1","0","-1",,,0504b14f-570a-431a-9e37-0ca13adc8d1b,新北市新莊區富國路176巷(近鴻金寶麻吉影城),已啟用,"25.023881","121.424266"
中油興化加油站,VmId: 052cd8ca-efc8-4b21-8d00-09402845b930<br>地址: 新北市新莊區復興路三段117號(近復興路三段/化成路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.044648<br>Longitude: 121.464616,,,,,"-1","0","-1",,,052cd8ca-efc8-4b21-8d00-09402845b930,新北市新莊區復興路三段117號(近復興路三段/化成路口),已啟用,"25.044648","121.464616"
中油大城加油站,VmId: 054fe091-06c4-4602-bb21-ba1c712272cb<br>地址: 彰化縣大城鄉魚寮路50號(近大城鄉玄天宮)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.863910<br>Longitude: 120.329561,,,,,"-1","0","-1",,,054fe091-06c4-4602-bb21-ba1c712272cb,彰化縣大城鄉魚寮路50號(近大城鄉玄天宮),已啟用,"23.863910","120.329561"
HiLife 三民鼎金店站,VmId: 0550abf9-0ec4-45f9-975c-87d2f3e19e6b<br>地址: 高雄市三民區鼎中路139號(近鼎中路/金山路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.661849<br>Longitude: 120.319036,,,,,"-1","0","-1",,,0550abf9-0ec4-45f9-975c-87d2f3e19e6b,高雄市三民區鼎中路139號(近鼎中路/金山路口),已啟用,"22.661849","120.319036"
Gogoro 中和員山門市站(多站),VmId: 056274ae-4afc-49b0-9194-c9cab8e33e58<br>地址: 新北市中和區員山路316號(近員山路/員山路314巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.003016<br>Longitude: 121.481292,,,,,"-1","0","-1",,,056274ae-4afc-49b0-9194-c9cab8e33e58,新北市中和區員山路316號(近員山路/員山路314巷口),已啟用,"25.003016","121.481292"
新竹士林市場站,VmId: 057aa3a5-99f1-4e7a-95fb-ec0b7d788154<br>地址: 新竹市北區士林里東大路二段477號(近東大路二段與境福街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.820870<br>Longitude: 120.960160,,,,,"-1","0","-1",,,057aa3a5-99f1-4e7a-95fb-ec0b7d788154,新竹市北區士林里東大路二段477號(近東大路二段與境福街口),已啟用,"24.820870","120.960160"
HiLife 中壢桃合店站,VmId: 059fe8ef-e907-417b-bb46-773bdd6868bf<br>地址: 桃園市中壢區合圳北路二段47號(近合圳北路二段/內定八街交叉口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.997162<br>Longitude: 121.244508,,,,,"-1","0","-1",,,059fe8ef-e907-417b-bb46-773bdd6868bf,桃園市中壢區合圳北路二段47號(近合圳北路二段/內定八街交叉口),已啟用,"24.997162","121.244508"
淡江大學五虎崗停車場站(多站),VmId: 05a8fa92-bcd5-4c4d-82b9-b84ccc74e260<br>地址: 新北市淡水區英專路151號(五虎崗機車停車場出口處)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.175233<br>Longitude: 121.453163,,,,,"-1","0","-1",,,05a8fa92-bcd5-4c4d-82b9-b84ccc74e260,新北市淡水區英專路151號(五虎崗機車停車場出口處),已啟用,"25.175233","121.453163"
臺北市金湖路站(多站),VmId: 05af4968-c9e1-4140-be32-844f62fd2d70<br>地址: 臺北市內湖區金湖路239號旁(近金湖路/康寧路二段口)<br>營業時間: 24HR<br>目前狀態: 建置中(其他狀態100)<br>Latitude: 25.075870<br>Longitude: 121.601083,,,,,"-1","0","-1",,,05af4968-c9e1-4140-be32-844f62fd2d70,臺北市內湖區金湖路239號旁(近金湖路/康寧路二段口),建置中(其他狀態100),"25.075870","121.601083"
華泰電子EMS站(多站),VmId: 05b3074f-2b57-4293-b715-382c21f494ab<br>地址: 高雄市楠梓區東三街16號(近東三街/經二路)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.721327<br>Longitude: 120.307546,,,,,"-1","0","-1",,,05b3074f-2b57-4293-b715-382c21f494ab,高雄市楠梓區東三街16號(近東三街/經二路),已啟用,"22.721327","120.307546"
全聯永康大橋店站,VmId: 05b5e3ce-f21c-4e02-abea-39a36320f18b<br>地址: 台南市永康區大橋二街218號(近大橋二街/大橋一街247巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.021062<br>Longitude: 120.230886,,,,,"-1","0","-1",,,05b5e3ce-f21c-4e02-abea-39a36320f18b,台南市永康區大橋二街218號(近大橋二街/大橋一街247巷口),已啟用,"23.021062","120.230886"
中油仁武加油站,VmId: 05b5f6f6-29f7-4add-b322-e7a1245ac230<br>地址: 高雄市仁武區鳳仁路282號(近仁武運動公園)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.703342<br>Longitude: 120.344502,,,,,"-1","0","-1",,,05b5f6f6-29f7-4add-b322-e7a1245ac230,高雄市仁武區鳳仁路282號(近仁武運動公園),已啟用,"22.703342","120.344502"
