Name,VmId,address,status,lat,lng,Hours,nBatteries,Records,MaintenanceRecord
全家高雄蓮潭店站(多站),bc2bbecd-fdc5-4783-857c-1ac82ba04ca3,高雄市左營區孔營路25號(近孔營路與左營下路交叉口),已啟用,22.688298,120.296903,24HR,72 ,"['2019-02-23 11:20:00 ~ 新增建置中', '2019-03-25 10:15:00 ~ 狀態變更為 100 (即將啟用)', '2019-03-28 10:55:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油美吉加油站,bca51fec-9b15-43dc-a7f6-2f98d809833c,台南市永康區中山南路428號(近中山南路/中山南路436巷),已啟用,23.017134,120.238665,24HR,22 ,"['2020-09-28 10:51:00 ~ 新增建置中', '2020-11-16 18:16:00 ~ 狀態變更為 100 (即將啟用)', '2020-12-04 11:41:00 ~ 啟用', '2021-12-13 18:46:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-01 10:34:00 ~ 2021-08-02 10:34:00', '2021-07-29 04:09:00 ~ 2021-07-30 04:09:00', '2021-04-20 18:00:00 ~ 2021-04-21 18:00:00']"
eReady 高雄鳳山店站(多站),bca61292-13c2-482e-ba1f-2d37eca60f48,高雄市鳳山區中山西路191號(近中山西路/青年路一段口),已啟用,22.627555,120.349844,24HR,84 ,"['2020-10-06 12:16:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-11-04 11:51:00 ~ 啟用', '2021-03-22 16:41:00 ~ 更改地址敘述', '2021-03-24 13:46:00 ~ 更改 GPS 位置', '2021-05-14 16:11:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-01 10:34:00 ~ 2021-08-02 10:34:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00', '2021-06-05 12:14:00 ~ 2021-06-11 18:00:00']"
臺北市老松國小站(多站),bca8e2d7-6dcf-4af8-973c-225690770cea,台北市萬華區康定路250巷(近桂林路與康定路交叉口),已啟用,25.037642,121.501731,24HR,48 ,[],[]
全聯蘆洲重陽店站(多站),bcb155fa-7bdb-443d-97b2-14a6cd57ba88,新北市蘆洲區重陽街46號(近永安兒童公園),已啟用,25.082619,121.481527,24HR,46 ,"['2018-10-30 17:50:00 ~ 更改 GPS 位置', '2020-12-01 15:56:00 ~ 更改站名', '2021-01-13 00:21:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-04-06 23:00:00 ~ 2021-04-07 11:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00', '2021-04-06 23:00:00 ~ 2021-04-07 18:00:00']"
PGO 淡水民權店站,bcb46dff-5fb2-46d3-830c-313f1fd20164,新北市淡水區民權路183之2號(近台北捷運竹圍站),已啟用,25.134545,121.459805,24HR,26 ,"['2019-10-25 07:40:00 ~ 新增建置中', '2019-10-25 10:00:00 ~ 移除建置中的站', '2019-11-01 10:25:00 ~ 新增建置中', '2019-11-19 10:10:00 ~ 更改地址', '2019-12-06 12:50:00 ~ 移除建置中的站', '2020-08-20 11:31:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-08-27 09:46:00 ~ 更改 GPS 位置', '2020-08-27 12:26:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-04 17:40:00 ~ 2021-08-05 17:40:00', '2021-08-04 17:40:00 ~ 2021-08-05 17:40:00', '2021-07-27 11:03:00 ~ 2021-07-28 11:03:00', '2021-07-27 11:03:00 ~ 2021-07-28 11:03:00', '2020-12-31 12:25:00 ~ 2021-01-01 12:25:00', '2020-12-31 12:25:00 ~ 2021-01-01 12:25:00', '2020-10-31 22:13:00 ~ 2020-11-02 22:13:00', '2020-10-31 22:13:00 ~ 2020-11-02 22:13:00', '2020-10-31 22:13:00 ~ 2020-11-02 22:13:00', '2020-10-31 22:13:00 ~ 2020-11-01 22:13:00']"
全家台中樹仔腳店站(多站),bcbb7815-2c85-421f-9a41-ebf078b20079,台中市南區復興路一段33號(近復興路一段/環中路六段口),已啟用,24.110554,120.646279,24HR,68 ,"['2020-08-14 11:21:00 ~ 新增建置中', '2020-08-19 19:16:00 ~ 狀態變更為 100 (即將啟用)', '2020-09-01 12:26:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-15 08:45:00 ~ 2021-08-16 08:45:00', '2021-08-15 08:45:00 ~ 2021-08-16 08:45:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00', '2021-03-25 10:00:00 ~ 2021-03-25 18:00:00']"
中油員村二水加油站,bcd26d93-2bb2-4763-b008-b81388b3cb20,彰化縣二水鄉員集路五段800號(近員集路五段/水尾巷口),已啟用,23.83432,120.60233,24HR,24 ,[],[]
山隆大肚加油站(多站),bcd89add-9c3a-4565-90c4-b3a0597cbfef,台中市大肚區沙田路三段247號(近沙田路三段/萬興路口),已啟用,24.159871,120.543345,24HR,50 ,"['2020-07-23 15:26:00 ~ 新增建置中', '2020-07-27 13:51:00 ~ 狀態變更為 100 (即將啟用)', '2020-08-03 16:16:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00', '2021-08-01 07:45:00 ~ 2021-08-18 07:45:00']"
全聯大里國光店站(多站),bcd9ca38-9006-43ed-be87-91cbe85e6a77,台中市大里區國光路二段70號(近國光花市),已啟用,24.102065,120.682279,24HR,50 ,"['2020-10-26 23:51:00 ~ 更改 GPS 位置', '2021-06-11 15:36:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-06-15 10:00:00 ~ 2021-06-15 18:00:00', '2021-06-15 10:00:00 ~ 2021-06-15 18:00:00', '2021-06-15 10:00:00 ~ 2021-06-15 18:00:00', '2021-06-15 10:00:00 ~ 2021-06-15 18:00:00', '2021-06-15 10:00:00 ~ 2021-06-15 18:00:00', '2021-06-15 10:00:00 ~ 2021-06-15 18:00:00', '2021-06-15 10:00:00 ~ 2021-06-15 18:00:00']"
7-ELEVEN 瓏馬店站,bd385a5a-bdbe-460f-8b8e-2f56b302cb51,台北市內湖區康樂街213號(近康樂公園),已啟用,25.076236,121.621776,24HR,24 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-07-30 12:41:00 ~ 2021-07-31 12:41:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00', '2020-11-26 05:17:00 ~ 2020-11-27 05:17:00']"
全聯學甲華宗店站,bd5240ca-851c-4d7b-b233-f87880a1cda8,台南市學甲區華宗路501號(近華宗路/新生路路口),已啟用,23.23574,120.182747,24HR,18 ,"['2018-11-29 19:20:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-12 11:40:00 ~ 啟用', '2020-07-03 13:20:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00', '2020-12-13 18:04:00 ~ 2020-12-15 18:04:00']"
台糖國聖加油站,bd6d8c18-cac5-47a8-915c-dfeb6c03338b,台南市七股區義合里12鄰義合108號(近台17/南38),已啟用,23.102236,120.131898,24HR,24 ,"['2020-09-28 11:11:00 ~ 新增建置中', '2020-11-04 09:51:00 ~ 狀態變更為 100 (即將啟用)', '2020-12-03 14:06:00 ~ 啟用', '2021-12-13 18:56:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-18 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-17 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-17 22:49:00', '2021-08-14 22:49:00 ~ 2021-08-17 22:49:00']"
7-ELEVEN 埔民店站,bd76c3e0-6ea4-4d89-96c9-8392673deb62,桃園市桃園區民生路535號(近民生路/北埔路交叉口),已啟用,25.004066,121.309001,24HR,24 ,"['2019-05-10 14:50:00 ~ 新增建置中狀態為 100 (即將啟用)', '2019-05-15 10:00:00 ~ 將狀態 100 改回建置中', '2019-05-20 14:20:00 ~ 狀態變更為 100 (即將啟用)', '2019-05-24 12:10:00 ~ 啟用', '2019-11-29 16:10:00 ~ 更改地址', '2019-12-06 15:30:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-11-04 14:34:00 ~ 2020-11-05 14:34:00', '2020-10-18 23:04:00 ~ 2020-10-19 23:04:00', '2020-10-18 23:04:00 ~ 2020-10-19 23:04:00', '2020-09-29 09:43:00 ~ 2020-09-30 09:43:00', '2020-09-15 10:36:00 ~ 2020-09-15 11:50:00', '2020-02-11 22:39:00 ~ 2020-02-12 22:39:00', '2020-02-04 14:29:00 ~ 2020-02-05 14:29:00', '2020-01-30 15:59:00 ~ 2020-01-31 15:59:00', '2020-01-07 18:29:00 ~ 2020-01-08 18:29:00', '2019-12-25 12:11:00 ~ 2019-12-26 12:11:00']"
全家大里金城店站,bd8e213d-6251-4010-953f-b6d6c0fd1987,台中市大里區塗城路537號(近塗城路/塗城路541巷路口),已啟用,24.087664,120.705363,24HR,32 ,"['2019-02-20 19:40:00 ~ 新增建置中', '2019-02-23 17:05:00 ~ 更改站名', '2019-03-25 01:45:00 ~ 狀態變更為 100 (即將啟用)', '2019-03-28 15:20:00 ~ 啟用', '2019-12-02 18:35:00 ~ 更改地址敘述', '2022-01-14 17:51:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00', '2021-03-19 10:00:00 ~ 2021-03-19 18:00:00']"
新北市和城路停車場站(多站),bd926684-8bd6-4422-a08e-68bb8bdc3dbe,新北市中和區中正路501號(近錦和運動公園),已啟用,24.993995,121.489554,24HR,52 ,"['2020-06-19 22:30:00 ~ 新增建置中', '2020-06-25 16:37:00 ~ 狀態變更為 100 (即將啟用)', '2021-07-29 17:26:00 ~ 啟用', '2022-01-17 16:11:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
臺鐵瑞穗站,be1e0fcf-4961-4e39-85e1-0ee7bc712f77,花蓮縣瑞穗鄉四維街13號(近四維路/中山路口),已啟用,23.497877,121.376826,24HR,24 ,"['2021-05-21 12:26:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-08-19 14:51:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
A7 體育大學站(多站),be1fd9cb-76ad-4337-ac51-236c49a7f86b,桃園市龜山區文化一路688號(近文化一路/文青路口),已啟用,25.041406,121.385644,24HR,48 ,"['2019-12-06 15:10:00 ~ 更改地址敘述', '2019-12-24 07:00:00 ~ 狀態變更為 100 (即將啟用)', '2020-01-14 16:50:00 ~ 更改站名', '2020-08-19 10:51:00 ~ 更改 GPS 位置', '2020-08-21 12:46:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00', '2021-05-13 16:26:00 ~ 2021-05-14 12:00:00']"
中油歐盟長興路加油站,be438320-ac4c-4fa3-b8c4-d4e61a6eb37b,桃園市蘆竹區長興路一段89號(近長興路一段/六福路口),已啟用,25.06065,121.29297,24HR,24 ,"['2021-10-05 16:21:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-10-08 15:01:00 ~ 更改 GPS 位置', '2021-10-19 10:46:00 ~ 啟用']",[]
全聯五股新五店站(多站),be6dd009-bffc-4871-ade8-1ecaf837db13,新北市五股區新五路三段120號(近新五路三段/新城八路口),已啟用,25.089104,121.445759,24HR,52 ,[],[]
中油安中路加油站,be82128f-f8af-4ca1-b263-bcd5b431257d,台南市安南區安中路四段446號(近安中路四段500巷41弄/安中路五段路口),已啟用,23.053868,120.160542,24HR,18 ,"['2018-12-21 12:20:00 ~ 新增建置中', '2018-12-24 11:45:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-24 11:45:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-24 11:45:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-03 11:15:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-06-26 14:00:00 ~ 2021-06-26 21:00:00', '2021-03-20 12:30:00 ~ 2021-03-20 16:30:00', '2021-03-20 12:30:00 ~ 2021-03-20 16:30:00', '2021-03-20 12:30:00 ~ 2021-03-20 16:30:00']"
全聯湖內保生店站,be83b246-b21a-44e0-8114-c8c473163da4,高雄市湖內區保生路169號(近保生路/保生路165巷口),已啟用,22.907039,120.219447,24HR,32 ,"['2020-03-05 15:55:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-03-13 12:10:00 ~ 啟用', '2020-04-17 18:00:00 ~ 更改 GPS 位置', '2020-04-17 18:20:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-08 22:31:00', '2020-11-06 22:31:00 ~ 2020-11-07 22:31:00']"
臺北市青年公園站(多站),be996cc9-ead2-4427-9e68-adb6bbd35bb0,臺北市萬華區水源路與國興路口(近西北側人行道),建置中(其他狀態100),25.02261,121.508046,24HR, ,[],[]
新北市三角湧平面停車場站(多站),bec4f5da-ca6a-4b30-ae3a-619530ab2829,新北市三峽區中華路與中華路3巷交叉口(近中華路/愛國路交叉口),已啟用,24.932731,121.374946,24HR,22 ,"['2020-08-04 18:01:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-09-02 12:21:00 ~ 更改 GPS 位置', '2020-09-02 15:41:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-31 09:40:00 ~ 2021-08-01 09:40:00', '2021-07-31 09:40:00 ~ 2021-08-01 09:40:00', '2021-07-30 03:14:00 ~ 2021-07-31 03:14:00', '2021-03-16 11:00:00 ~ 2021-03-16 12:00:00', '2021-01-29 10:30:00 ~ 2021-02-01 18:00:00', '2021-01-29 10:30:00 ~ 2021-02-01 18:00:00', '2021-01-29 10:30:00 ~ 2021-02-01 18:00:00', '2021-01-29 10:30:00 ~ 2021-02-01 18:00:00', '2021-01-29 10:30:00 ~ 2021-02-01 18:00:00', '2021-01-29 10:30:00 ~ 2021-02-01 18:00:00']"
中油四湖東站加油站,bed2e19f-322e-475b-943e-54fddb0b414f,雲林縣四湖鄉四湖村中正路353號(近四湖郵局),已啟用,23.636278,120.225667,24HR,24 ,"['2021-10-07 17:11:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-10-07 18:06:00 ~ 將狀態 100 改回建置中', '2021-10-28 15:36:00 ~ 狀態變更為 100 (即將啟用)', '2021-11-25 15:16:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
高雄仁武台塑郵局站(多站),bed6164b-d4d9-4efa-9a6d-f292db35d763,高雄市仁武區水管路100-1號(近水管路/大德街),建置中(其他狀態100),22.705677,120.334607,24HR, ,[],[]
特力屋嘉義店站(多站),bef35e11-b491-499e-924e-4fd39a4fcfac,嘉義市東區忠孝路547號(近嘉北火車站),已啟用,23.500899,120.449216,24HR,48 ,[],[]
7-ELEVEN 彰泳店站(多站),bef72e19-7d33-4d32-92db-ab3f6cabe04a,彰化縣彰化市永安街388號(近永安街/辭修北路198巷口),已啟用,24.092229,120.542665,24HR,44 ,[],[]
中油金山加油站,bf472e1b-aaad-4176-a836-32cfd44f10f6,新北市金山區中山路385號(近中山路/中華路口),已啟用,25.224647,121.633934,24HR,22 ,"['2020-11-27 18:46:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-12-10 16:11:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
Gogoro 中壢龍岡服務中心站,bf6ba7dd-3078-4c28-ab94-25d573bf1f73,桃園市中壢區龍岡路一段125號(近龍岡路一段/龍明街口),已啟用,24.949412,121.224031,24HR,32 ,"['2018-12-22 17:50:00 ~ 新增建置中', '2018-12-26 14:05:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-28 13:00:00 ~ 啟用', '2019-01-15 15:55:00 ~ 更改站名', '2019-01-30 00:30:00 ~ 更改 GPS 位置', '2019-12-06 15:30:00 ~ 更改地址敘述']","['2021-08-15 15:12:00 ~ 2021-08-16 15:12:00', '2021-07-28 10:59:00 ~ 2021-07-29 10:59:00', '2020-11-07 17:16:00 ~ 2020-11-08 17:16:00', '2020-10-29 11:30:00 ~ 2020-10-30 11:30:00', '1899-12-30 00:00:00 ~ 2020-10-31 00:00:00', '2020-10-24 14:15:00 ~ 2020-10-25 14:15:00', '2020-10-24 14:15:00 ~ 2020-10-25 14:15:00', '2020-10-23 09:00:00 ~ 2020-10-23 18:00:00', '2020-10-23 09:00:00 ~ 2020-10-23 16:30:00', '2020-10-23 09:00:00 ~ 2020-10-23 14:30:00']"
中油源大加油站,bf7e07a1-b94f-4d4c-b214-3d2d57d15841,屏東縣新園鄉南興路720號(近龍港路/新發公路),已啟用,22.498369,120.460583,24HR,24 ,[],[]
HiLife 北縣三埔店站,bf8e8ab3-ac1a-42e3-899f-53d53f7fba53,新北市三峽區中正路二段331之1號(近中正路二段/大埔路交叉口),已啟用,24.909687,121.365811,24HR,18 ,"['2018-12-26 13:45:00 ~ 新增建置中', '2018-12-26 16:45:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-28 15:05:00 ~ 啟用', '2019-03-28 12:20:00 ~ 更改站名', '2019-12-06 15:30:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-17 09:50:00 ~ 2021-05-17 11:50:00', '2020-11-05 16:46:00 ~ 2020-11-06 16:46:00', '2020-11-05 10:30:00 ~ 2020-11-05 12:00:00', '2020-02-21 10:59:00 ~ 2020-02-22 10:59:00', '2020-02-21 10:34:00 ~ 2020-02-22 10:34:00', '2020-02-20 10:48:00 ~ 2020-02-21 10:48:00', '2020-01-06 14:55:00 ~ 2020-01-06 17:00:00', '2020-01-02 10:59:00 ~ 2020-01-03 10:59:00', '2020-01-02 10:48:00 ~ 2020-01-03 10:48:00', '2019-11-11 11:27:00 ~ 2019-11-12 11:27:00']"
Gogoro 大雅學府門市站,bf96cc14-beb7-4c55-8b0a-5e691ae93ccc,台中市大雅區學府路143號(近學府路/學府路152巷口),已啟用,24.220238,120.650174,24HR,18 ,"['2019-12-19 17:20:00 ~ 新增建置中狀態為 100 (即將啟用)', '2019-12-27 17:30:00 ~ 啟用', '2020-06-21 17:24:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-07 00:53:00 ~ 2021-08-08 00:53:00', '2021-08-06 23:13:00 ~ 2021-08-08 23:13:00', '2021-08-06 23:13:00 ~ 2021-08-07 23:13:00', '2021-08-06 23:13:00 ~ 2021-08-07 23:13:00', '2021-08-06 18:26:00 ~ 2021-08-07 18:26:00', '2021-08-05 19:21:00 ~ 2021-08-06 19:21:00', '2021-08-05 19:21:00 ~ 2021-08-06 19:21:00', '2021-08-01 19:48:00 ~ 2021-08-02 19:48:00', '2021-05-13 17:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 17:00:00 ~ 2021-05-14 18:00:00']"
7-ELEVEN 善良店站(多站),bfa0aa83-41a7-49bd-9ea9-bab41bd81e51,台南市善化區中正路385號(近中正路/光復一街),建置中(其他狀態100),23.127697,120.293923,公休, ,[],[]
Gogoro 永和中正店站,bfbac036-117a-4b9e-a617-171608ecdffb,新北市永和區中正路236號(近八二三紀念公園),已啟用,24.998068,121.51632,24HR,32 ,['2022-01-17 16:31:00 ~ 更改 GPS 位置'],"['2021-08-07 06:46:00 ~ 2021-08-08 06:46:00', '2021-08-07 06:46:00 ~ 2021-08-08 06:46:00', '2021-08-07 06:46:00 ~ 2021-08-08 06:46:00', '2021-08-06 21:36:00 ~ 2021-08-07 21:36:00', '2021-08-06 21:36:00 ~ 2021-08-07 21:36:00', '2021-08-06 21:36:00 ~ 2021-08-07 21:36:00', '2021-08-06 21:36:00 ~ 2021-08-07 21:36:00', '2021-08-06 06:53:00 ~ 2021-08-07 06:53:00', '2021-08-06 06:53:00 ~ 2021-08-07 06:53:00', '2021-05-31 16:50:00 ~ 2021-06-01 18:00:00']"
中油龍形加油站,bfcf3515-e8ef-4319-8e5c-7b575bbcb701,新北市八里區龍米路二段150號(近龍米河濱公園),已啟用,25.156724,121.436047,24HR,18 ,"['2022-01-03 14:01:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00', '2021-03-27 20:00:00 ~ 2021-03-29 18:00:00']"
中油水里加油站,bfef2afb-9df5-4a6b-8457-8277969deca9,南投縣水里鄉南光村民生路53號(近水里國中),已啟用,23.808607,120.857986,24HR,18 ,"['2018-12-26 10:25:00 ~ 新增建置中狀態為 100 (即將啟用)', '2019-01-25 13:10:00 ~ 將狀態 100 改回建置中', '2019-01-25 14:10:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-25 16:50:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-02-20 12:58:00 ~ 2020-02-21 12:58:00', '2020-01-13 13:58:00 ~ 2020-01-14 13:58:00', '2019-12-23 15:36:00 ~ 2019-12-24 15:36:00', '2019-10-27 18:45:00 ~ 2019-10-28 18:45:00', '2019-10-25 16:46:00 ~ 2019-10-26 16:46:00', '2019-10-09 11:14:00 ~ 2019-10-10 11:14:00', '2019-10-02 16:18:00 ~ 2019-10-03 16:18:00', '2019-10-02 16:09:00 ~ 2019-10-03 16:09:00', '2019-10-02 15:30:00 ~ 2019-10-03 15:30:00', '2019-09-09 11:04:00 ~ 2019-09-10 11:04:00']"
聯發科技園區站(多站),c013f29a-2748-47f2-8489-b66e5918a065,新竹市東區力行三路11號旁,已啟用,24.771712,121.02058,24HR,52 ,[],[]
