Name,VmId,address,status,lat,lng,Hours,nBatteries,Records,MaintenanceRecord
Gogoro 三重成功門市站(多站),002e15b4-b766-40dc-9a0d-1eaf0e545c8d,新北市三重區成功路115號(近成功路/集成路口),已啟用,25.05184,121.48764,24HR,104 ,[],[]
7-ELEVEN 濱海店站,002f4908-a033-4678-8e3f-e5038c9f0319,桃園市大園區竹圍里五鄰竹圍街45-3號(近竹圍街/竹圍街44巷路口),已啟用,25.104733,121.243208,24HR,34 ,"['2019-04-11 11:20:00 ~ 新增建置中', '2019-05-22 11:30:00 ~ 狀態變更為 100 (即將啟用)', '2019-07-31 12:20:00 ~ 啟用', '2019-12-06 15:30:00 ~ 更改地址敘述']","['2021-03-15 14:00:00 ~ 2021-03-15 16:30:00', '2021-03-15 14:00:00 ~ 2021-03-15 16:30:00', '2021-03-15 14:00:00 ~ 2021-03-15 16:30:00', '2021-03-15 14:00:00 ~ 2021-03-15 16:30:00', '2021-03-15 14:00:00 ~ 2021-03-15 16:30:00', '2020-09-02 10:00:00 ~ 2020-09-02 11:30:00', '2020-08-23 19:55:00 ~ 2020-08-24 19:55:00', '2020-08-23 19:55:00 ~ 2020-08-24 19:55:00', '2020-08-23 19:55:00 ~ 2020-08-24 19:55:00', '2020-08-23 19:55:00 ~ 2020-08-24 19:55:00']"
eReady 台中旗艦店站(多站),00607f9b-ed34-45e2-8777-7841cfd962f7,台中市北區北屯路22-5號(近北屯路/德化街口),已啟用,24.161347,120.692405,24HR,52 ,[],[]
全聯屏東林森店站,006e6ccc-7a51-439e-b275-ca9e30e21320,屏東縣屏東市自由路163號(近自由路/民生路路口),已啟用,22.668561,120.494274,24HR,16 ,"['2018-09-07 15:00:00 ~ 更改地址', '2018-11-29 18:40:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-25 16:40:00 ~ 將狀態 100 改回建置中', '2018-12-27 15:20:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-28 11:20:00 ~ 啟用']","['2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-24 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-23 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-23 22:06:00', '2020-11-19 22:06:00 ~ 2020-11-23 22:06:00']"
全聯小港店北店站(多站),00a23773-9a7d-41e1-83cd-4519f18b4919,高雄市小港區店北路159號(近店北路/店鳳街口),已啟用,22.562672,120.351212,24HR,70 ,"['2021-02-18 16:06:00 ~ 更改 GPS 位置', '2021-04-13 15:56:00 ~ 更改 GPS 位置', '2021-06-24 17:01:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-10 18:29:00 ~ 2021-08-11 18:29:00', '2021-07-28 03:32:00 ~ 2021-07-29 03:32:00', '2021-07-28 03:32:00 ~ 2021-07-29 03:32:00']"
中油台糖成功加油站,01062e78-749d-4f7e-90b2-33b3b56c318d,高雄市前鎮區成功二路2-2號(近成功二路/時代大道),已啟用,22.596899,120.305109,24HR,24 ,"['2021-09-24 15:36:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-12-01 16:31:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
康是美鳳揚藥局店站(多站),0115e8a3-3ee0-4a0e-a162-ffcb76b894d0,高雄市鳳山區文衡路379號(近文衡路/文平街),已啟用,22.64083,120.35063,24HR,46 ,[],[]
宜家家居南屯店站,011b66f2-c937-41c0-8695-b0c1f7c273ed,台中市南屯區向上路二段168號(近向上路二段/大觀路口),已啟用,24.147611,120.642856,10:00 ~ 22:00,32 ,"['2019-07-18 13:10:00 ~ 新增建置中', '2019-07-22 13:45:00 ~ 更改站名', '2019-09-17 12:40:00 ~ 狀態變更為 100 (即將啟用)', '2019-09-20 11:15:00 ~ 更改服務時間', '2019-09-20 12:55:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00', '2021-03-04 10:00:00 ~ 2021-03-04 18:00:00']"
楓康超市青海店站,01255a75-d14e-4af8-8a41-d5c12acafc2b,台中市西屯區青海路二段520號(近青海路/福科二路口),已啟用,24.176111,120.636411,24HR,26 ,"['2019-07-18 12:30:00 ~ 新增建置中', '2019-08-21 17:10:00 ~ 更改地址', '2019-08-22 09:50:00 ~ 狀態變更為 100 (即將啟用)', '2019-08-28 13:30:00 ~ 啟用', '2019-09-03 14:05:00 ~ 將已啟用改回建置中', '2019-09-03 14:45:00 ~ 啟用', '2020-06-12 10:15:00 ~ 將已啟用改回建置中', '2020-06-12 17:15:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-26 10:00:00 ~ 2021-02-26 18:00:00', '2021-02-22 15:20:00 ~ 2021-02-23 18:00:00']"
全聯新莊龍安店站,012c542e-da03-4207-b979-5fc78cbeb487,新北市新莊區中正路893巷2之1號(近迴龍捷運站3號出口對面),已啟用,25.020932,121.413277,24HR,18 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00', '2021-06-07 12:00:00 ~ 2021-06-08 18:00:00']"
中油八德路加油站,0145397e-bb57-4cab-9748-d5295c777f96,基隆市七堵區八德路2-15號(近八德櫻花公園),已啟用,25.104102,121.723453,24HR,24 ,"['2020-11-27 18:46:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-12-10 14:31:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
高雄市旗津復興社區站(多站),01966bfa-189a-42e8-aba0-c0d0e8c90678,高雄市旗津區旗津三路900巷與復興巷口(近旗津三路900巷/復興巷口),已啟用,22.605473,120.272907,24HR,48 ,"['2021-02-22 11:56:00 ~ 新增建置中', '2021-03-02 16:11:00 ~ 狀態變更為 100 (即將啟用)', '2021-05-14 16:31:00 ~ 更改地址敘述', '2021-06-15 13:56:00 ~ 啟用', '2021-06-16 09:51:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
全聯大園和平店站,01f7ff69-facd-455a-9e2d-129dc3fdc628,桃園市大園區和平東路65號(近和平東路與和平二街路口),已啟用,25.061972,121.200064,24HR,32 ,[],"['2021-08-14 13:02:00 ~ 2021-08-15 13:02:00', '2021-08-14 13:02:00 ~ 2021-08-15 13:02:00', '2021-06-10 12:41:00 ~ 2021-06-10 14:00:00', '2021-06-10 12:41:00 ~ 2021-06-10 14:00:00', '2020-11-18 03:00:00 ~ 2020-11-19 03:00:00', '2020-11-18 03:00:00 ~ 2020-11-19 03:00:00', '2020-11-18 03:00:00 ~ 2020-11-19 03:00:00', '2020-10-08 09:15:00 ~ 2020-10-08 11:00:00', '2020-10-08 09:15:00 ~ 2020-10-08 11:00:00', '2020-10-08 09:15:00 ~ 2020-10-08 11:00:00']"
車太炫自助洗車竹北嘉興店站,01fcef1e-1c2e-4d56-bfdc-697a83ef0f67,新竹縣竹北市嘉興路507號(近嘉興路與十興一街口),已啟用,24.823609,121.033282,06:00 ~ 22:00,18 ,"['2018-11-30 12:35:00 ~ 新增建置中', '2018-12-14 01:00:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-25 18:00:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2021-07-09 13:00:00 ~ 2021-07-09 16:00:00', '2020-12-03 10:00:00 ~ 2020-12-03 14:30:00', '2020-12-03 10:00:00 ~ 2020-12-03 15:00:00', '2020-12-03 10:00:00 ~ 2020-12-03 15:00:00']"
佳里國小廣停二停車場站,01ffe3a7-dcb6-47fc-86da-45661b59c371,台南市佳里區文化路359號(近文化路/公園路口),已啟用,23.163047,120.172299,24HR,32 ,"['2019-08-08 18:30:00 ~ 新增建置中', '2019-10-24 15:45:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-22 11:50:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2021-05-26 10:00:00 ~ 2021-05-26 17:00:00', '2020-11-10 19:46:00 ~ 2020-11-11 19:46:00']"
中油東大加油站,0213d693-69cb-4cad-b089-559f9c81c211,台中市西屯區臺灣大道四段1832號(近大同公司台中分公司),已啟用,24.182703,120.601056,24HR,24 ,[],[]
台亞龍潭交流道加油站,0217ecca-1cf4-4a21-a242-4414086c76d5,桃園市龍潭區中正路605號 (近中正路/雙連街交岔口),已啟用,24.855086,121.220305,24HR,34 ,"['2018-11-27 12:05:00 ~ 狀態變更為 100 (即將啟用)', '2018-11-30 13:15:00 ~ 啟用', '2019-12-06 15:10:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-03-23 10:40:00 ~ 2021-03-23 13:10:00', '2021-03-23 10:40:00 ~ 2021-03-23 13:10:00', '2021-03-23 10:40:00 ~ 2021-03-23 13:10:00', '2021-03-23 10:40:00 ~ 2021-03-23 13:10:00', '2020-10-01 00:08:00 ~ 2020-10-02 00:08:00', '2020-09-16 13:20:00 ~ 2020-09-16 15:00:00', '2020-09-16 13:20:00 ~ 2020-09-16 15:00:00', '2020-02-19 13:39:00 ~ 2020-02-20 13:39:00', '2020-01-21 15:18:00 ~ 2020-01-22 15:18:00', '2019-11-28 02:36:00 ~ 2019-11-29 02:36:00']"
西歐新竹中華加油站(多站),0223bc68-ec01-4762-8070-b70cfce4199d,新竹市東區中華路二段59號(近新竹高工),已啟用,24.808151,120.981899,24HR,50 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00', '2021-05-25 09:50:00 ~ 2021-05-27 18:00:00']"
摩斯漢堡格致店站(多站),02257059-ab8f-4485-a9bf-ec217883eaea,台北市士林區格致路59號(近格致路/菁山路口),已啟用,25.137979,121.546446,24HR,50 ,"['2020-12-09 17:41:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-12-16 14:21:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-01-11 10:30:00 ~ 2021-01-11 15:30:00', '2021-01-11 10:30:00 ~ 2021-01-11 15:30:00', '2021-01-11 10:30:00 ~ 2021-01-11 15:30:00', '2021-01-11 10:30:00 ~ 2021-01-11 15:30:00', '2021-01-11 10:30:00 ~ 2021-01-11 15:30:00', '2021-01-11 10:30:00 ~ 2021-01-11 15:30:00', '2021-01-11 10:30:00 ~ 2021-01-11 15:30:00']"
新北市石碇區公所站,023712ab-8c51-4e79-a5e2-bb5a25f5c862,新北市石碇區碇坪路一段37號(近石碇區公所),已啟用,24.991437,121.658121,24HR,18 ,"['2018-11-23 17:40:00 ~ 新增建置中', '2018-12-03 01:35:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-07 13:15:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2019-12-02 14:37:00 ~ 2019-12-03 14:37:00', '2019-11-22 15:35:00 ~ 2019-11-23 15:35:00', '2019-11-11 14:19:00 ~ 2019-11-12 14:19:00', '2019-11-01 10:45:00 ~ 2019-11-01 14:00:00', '2019-10-28 13:59:00 ~ 2019-10-29 13:59:00', '2019-09-10 14:07:00 ~ 2019-09-11 14:07:00', '2019-08-26 02:37:00 ~ 2019-08-27 02:37:00', '2019-08-19 15:36:00 ~ 2019-08-20 15:36:00', '2019-07-29 02:30:00 ~ 2019-07-30 02:30:00', '2019-07-10 19:23:00 ~ 2019-07-11 19:23:00']"
桃園市楊梅埔心車站後站停車場站,02483fed-bad1-43e0-aae9-d11458183882,桃園市楊梅區楊梅市梅獅路一段87巷(近埔心火車站後站),已啟用,24.919665,121.182955,24HR,24 ,[],[]
全聯屏東南州店站,024e44e7-03aa-44bb-bb71-28ce075eff6f,屏東縣南州鄉人和路1-2，1-3號(近南州郵局屏東56支局 ),已啟用,22.489626,120.511703,24HR,14 ,"['2018-11-27 12:05:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-03 11:50:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00', '2021-03-09 11:54:00 ~ 2021-03-10 18:00:00']"
全聯南投集集店站,025f5213-7e06-4ae5-8e71-eae84579ca37,南投縣集集鎮民生路9-21號(近民生路/民生五街口),已啟用,23.82785,120.79372,24HR,20 ,"['2018-09-07 13:00:00 ~ 更改地址', '2018-11-29 19:40:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-07 11:35:00 ~ 啟用', '2019-02-12 21:05:00 ~ 更改 GPS 位置', '2020-11-13 12:36:00 ~ 更改地址敘述']","['2021-08-07 10:03:00 ~ 2021-08-08 10:03:00', '2020-06-14 16:51:00 ~ 2020-06-15 16:51:00', '2020-02-03 12:05:00 ~ 2020-02-04 12:05:00', '2019-12-23 14:00:00 ~ 2019-12-24 14:00:00', '2019-11-22 14:04:00 ~ 2019-11-23 14:04:00', '2019-10-23 13:45:00 ~ 2019-10-24 13:45:00', '2019-10-23 10:26:00 ~ 2019-10-24 10:26:00', '2019-08-24 12:51:00 ~ 2019-08-25 12:51:00', '2019-08-22 14:23:00 ~ 2019-08-23 14:23:00', '2019-08-20 02:31:00 ~ 2019-08-21 02:31:00']"
全聯竹山集山店站,027d6fad-6ec8-4b85-8d6f-0b2f3dc587cb,南投縣竹山鎮集山路三段227號(近集山路三段/集山路三段301巷),已啟用,23.763265,120.700597,24HR,18 ,"['2018-08-23 10:25:00 ~ 新增建置中', '2018-08-24 16:40:00 ~ 更改 GPS 位置', '2018-11-29 19:40:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-07 11:35:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-05-13 15:30:00 ~ 2021-05-13 18:30:00', '2021-02-05 15:00:00 ~ 2021-02-05 18:00:00', '2021-02-05 15:00:00 ~ 2021-02-05 18:00:00', '2021-02-05 15:00:00 ~ 2021-02-05 18:00:00', '2021-02-05 15:00:00 ~ 2021-02-05 18:00:00', '2020-10-06 19:23:00 ~ 2020-10-07 19:23:00', '2020-10-06 19:23:00 ~ 2020-10-07 19:23:00', '2020-10-06 19:23:00 ~ 2020-10-07 19:23:00', '2020-10-06 19:23:00 ~ 2020-10-07 19:23:00', '2020-09-08 15:36:00 ~ 2020-09-09 15:36:00']"
新北市永和國光路站(多站),0280eaf8-eb14-4d9e-bcb8-ebd4eb2675a9,新北市永和區國光路27號對面(近新北市立圖書館永和分館),建置中(其他狀態100),25.008443,121.51958,24HR, ,[],[]
Gogoro 蘆洲中原門市店站,02a4550c-6abe-43ec-81db-1eae9c6adabc,新北市蘆洲區中原路1號(近中原路/長榮路交叉口),已啟用,25.083592,121.461656,24HR,24 ,"['2022-04-11 21:26:00 ~ 新增建置中狀態為 100 (即將啟用)', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
Gogoro 鳳山五甲門市站,02aa6b84-40b0-4ac2-adbc-7b75a92ca426,高雄市鳳山區五甲一路112號(近五甲一路/五甲一路104巷),已啟用,22.620788,120.356744,24HR,28 ,"['2018-10-02 10:35:00 ~ 新增建置中', '2018-10-08 10:15:00 ~ 狀態變更為 100 (即將啟用)', '2018-10-16 11:40:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-14 16:29:00 ~ 2021-08-15 16:29:00', '2021-08-14 16:29:00 ~ 2021-08-15 16:29:00', '2021-08-06 03:04:00 ~ 2021-08-07 03:04:00', '2021-08-06 03:04:00 ~ 2021-08-07 03:04:00', '2021-08-06 03:04:00 ~ 2021-08-07 03:04:00', '2021-08-06 03:04:00 ~ 2021-08-07 03:04:00', '2021-08-06 03:04:00 ~ 2021-08-07 03:04:00', '2021-06-24 10:30:00 ~ 2021-06-25 18:00:00', '2021-06-24 10:30:00 ~ 2021-06-25 18:00:00', '2021-06-24 10:30:00 ~ 2021-06-25 18:00:00']"
南投縣南投市公所站(多站),02b38fdc-eaaa-467f-830a-e28b8bf3c347,南投縣南投市玉井街5號(近大同街/玉井街口),已啟用,23.911492,120.686976,24HR,52 ,[],[]
西歐桃園中山加油站,03105b4b-2ba7-4bb9-9cb5-802a37533107,桃園市桃園區中山路1536號(近衛生福利部桃園醫院),已啟用,24.975859,121.26598,24HR,34 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-16 10:13:00 ~ 2021-08-17 10:13:00', '2021-08-16 08:33:00 ~ 2021-08-17 08:33:00', '2021-08-16 08:33:00 ~ 2021-08-17 08:33:00', '2021-08-06 09:44:00 ~ 2021-08-07 09:44:00', '2021-08-06 08:52:00 ~ 2021-08-07 08:52:00', '2021-07-27 15:58:00 ~ 2021-07-28 15:58:00', '2021-07-27 15:58:00 ~ 2021-07-28 15:58:00', '2021-07-27 15:58:00 ~ 2021-07-28 15:58:00', '2021-06-10 09:45:00 ~ 2021-06-10 11:25:00', '2021-06-10 09:45:00 ~ 2021-06-10 11:25:00']"
新北市中和公園站(多站),0329769c-c051-42ac-8879-e6b64e54c7c3,新北市中和區安平路194號對面(近安平路/安平路198巷口),已啟用,24.999397,121.513233,24HR,96 ,[],[]
全聯台中北屯店站,034991b4-1b5d-46d6-b96e-f23d43ca5e8f,台中市北屯區北屯路289-10號(近北屯路/北屯路212巷口),已啟用,24.167673,120.695583,24HR,24 ,"['2019-08-22 11:10:00 ~ 新增建置中', '2019-09-19 16:55:00 ~ 狀態變更為 100 (即將啟用)', '2019-09-26 11:10:00 ~ 啟用']","['2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00', '2021-03-23 10:00:00 ~ 2021-03-23 18:00:00']"
新北市三峽國小地下停車場站(多站),03570d4f-2aa8-49d1-9fa7-bedd0234eaac,新北市三峽區中山路16號(近三峽國小停車場入口處),已啟用,24.934933,121.367467,24HR,24 ,"['2020-06-17 03:35:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-07-13 15:56:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-09 09:50:00 ~ 2021-07-09 11:30:00', '2021-07-09 09:50:00 ~ 2021-07-09 11:30:00', '2021-01-19 10:10:00 ~ 2021-01-19 11:10:00', '2020-10-22 21:45:00 ~ 2020-10-23 21:45:00', '2020-10-22 21:45:00 ~ 2020-10-23 21:45:00', '2020-09-08 10:21:00 ~ 2020-09-09 10:21:00']"
新北市養工處新莊思源路站(多站),037bf074-5b5b-4d91-944f-2c3020a9b042,新北市新莊區思源路與昌智路交叉口(近思源路/昌智路交叉口),已啟用,25.056104,121.459658,24HR,68 ,"['2020-11-10 13:41:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-01-27 17:31:00 ~ 啟用']",[]
臺中市廣停二停車場站(多站),03a1266a-6828-465d-9130-3978de240dd1,台中市烏日區三榮二路、三榮路一段(近三榮二路/三榮一路路口),已啟用,24.106058,120.608706,24HR,40 ,"['2019-08-09 09:55:00 ~ 新增建置中', '2019-08-22 01:35:00 ~ 更改站名', '2019-11-01 17:45:00 ~ 狀態變更為 100 (即將啟用)', '2019-12-10 13:40:00 ~ 啟用', '2019-12-24 13:05:00 ~ 更改地址', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00', '2021-06-17 12:00:00 ~ 2021-06-18 18:00:00']"
新北市六張公園站(多站),03aa93cc-93d7-4e52-863f-197e1b8d0d60,新北市三重區六張街78號(近新北市三重六張公共托育中心),已啟用,25.069906,121.493912,24HR,52 ,[],[]
中油蘇澳加油站(多站),03b4a5ef-89e6-4e87-b61b-6ca6c2dfd86e,宜蘭縣蘇澳鎮中山路一段196號(近中山路一段/中原路口),已啟用,24.59617,121.847155,24HR,38 ,"['2018-12-25 13:20:00 ~ 新增建置中', '2019-01-02 12:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-18 09:55:00 ~ 啟用', '2021-09-11 12:01:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
全家沙鹿正英店站(多站),03d98f8a-6931-4a54-bffa-c0c55a2ff107,台中市沙鹿區正英路399號(近正英路/北勢東路口),已啟用,24.20982,120.580386,24HR,52 ,"['2022-04-07 12:16:00 ~ 新增建置中狀態為 100 (即將啟用)', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油八里加油站,0406ef96-5e86-4857-bf98-b5f2fa4a3862,新北市八里區中山路一段1號(近中山路一段/中華路一段口),已啟用,25.158857,121.42297,24HR,30 ,"['2018-12-25 17:20:00 ~ 新增建置中', '2019-01-18 14:40:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-28 13:20:00 ~ 啟用']","['2020-08-28 13:05:00 ~ 2020-08-28 15:00:00', '2020-02-12 15:47:00 ~ 2020-02-13 15:47:00', '2020-02-11 15:17:00 ~ 2020-02-12 15:17:00', '2020-01-03 15:09:00 ~ 2020-01-04 15:09:00', '2019-12-06 15:38:00 ~ 2019-12-07 15:38:00', '2019-11-20 16:46:00 ~ 2019-11-21 16:46:00', '2019-10-28 15:54:00 ~ 2019-10-29 15:54:00', '2019-10-09 17:18:00 ~ 2019-10-10 17:18:00', '2019-10-09 17:07:00 ~ 2019-10-10 17:07:00', '2019-10-09 16:50:00 ~ 2019-10-10 16:50:00']"
全聯平鎮環南店站,0413d153-4be1-485c-8e8e-ddcffa980caf,桃園市平鎮區環南路三段69號(近環南路三段/德育路二段交岔口),已啟用,24.940482,121.218551,24HR,20 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-05 14:30:00 ~ 2021-08-05 16:30:00', '2021-08-05 14:30:00 ~ 2021-08-05 16:30:00', '2021-08-05 14:30:00 ~ 2021-08-05 16:30:00', '2021-02-10 14:15:00 ~ 2021-02-10 15:45:00', '2021-01-22 23:40:00 ~ 2021-01-25 18:00:00', '2021-01-22 23:40:00 ~ 2021-01-25 18:00:00', '2021-01-22 23:40:00 ~ 2021-01-25 18:00:00', '2021-01-22 23:40:00 ~ 2021-01-25 18:00:00', '2021-01-22 23:40:00 ~ 2021-01-25 18:00:00', '2021-01-22 23:40:00 ~ 2021-01-25 18:00:00']"
7-ELEVEN 聖華店站,041c8d31-700d-45aa-9045-9655e3e951dd,新竹市北區西濱路一段399號(近西濱路一段與興濱路口),已啟用,24.84112,120.93236,24HR,34 ,"['2019-10-05 18:55:00 ~ 新增建置中', '2019-11-19 23:30:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-29 11:10:00 ~ 啟用']","['2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-07-02 15:00:00 ~ 2021-07-02 18:00:00', '2021-06-05 18:10:00 ~ 2021-06-07 18:00:00', '2021-06-05 18:10:00 ~ 2021-06-07 18:00:00']"
