Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,VmId,______,____________,Latitude,Longitude,NameOnPage,Address,Hours,nBatteries,Records,MaintenanceRecord
中油豐榮加油站,VmId: cb45cbee-dba4-49a0-86dd-6b7e2d5c4564<br>地址: 台東縣台東市臨海路二段51號(近臨海路二段往新豐里橋)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.739481<br>Longitude: 121.143023,,,,,-1,0,-1,,,cb45cbee-dba4-49a0-86dd-6b7e2d5c4564,台東縣台東市臨海路二段51號(近臨海路二段往新豐里橋),已啟用,22.739481,121.143023,中油豐榮加油站 (已啟用),台東縣台東市臨海路二段51號(近臨海路二段往新豐里橋) ,24HR,24 ,"['2021-11-19 11:16:00 ~ 新增建置中狀態為 100 (即將啟用)', '2022-04-06 11:06:00 ~ 更改 GPS 位置', '2022-04-06 12:06:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
全家新莊新市店站,VmId: cb74ccc5-3127-46ca-99bb-a4d702299f1f<br>地址: 新北市新莊區化成路431巷76號(近化成路431巷/福前街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.059909<br>Longitude: 121.462530,,,,,-1,0,-1,,,cb74ccc5-3127-46ca-99bb-a4d702299f1f,新北市新莊區化成路431巷76號(近化成路431巷/福前街口),已啟用,25.059909,121.46253,全家新莊新市店站 (已啟用),新北市新莊區化成路431巷76號(近化成路431巷/福前街口) ,24HR,34 ,"['2019-10-06 15:05:00 ~ 新增建置中', '2019-10-24 22:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-01 10:25:00 ~ 啟用', '2020-07-30 01:41:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-09-18 20:37:00 ~ 2020-09-19 20:37:00', '2020-09-18 20:37:00 ~ 2020-09-19 20:37:00', '2020-09-18 20:37:00 ~ 2020-09-19 20:37:00', '2020-08-26 13:41:00 ~ 2020-08-27 13:41:00', '2020-02-21 10:38:00 ~ 2020-02-22 10:38:00', '2019-11-27 02:29:00 ~ 2019-11-28 02:29:00']"
全聯苑裡世界店站,VmId: cb7b3475-a6cd-4639-b35c-b5bee7221715<br>地址: 苗栗縣苑裡鎮世界路一段91-13號(近世界路一段與新興路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.439443<br>Longitude: 120.657171,,,,,-1,0,-1,,,cb7b3475-a6cd-4639-b35c-b5bee7221715,苗栗縣苑裡鎮世界路一段91-13號(近世界路一段與新興路口),已啟用,24.439443,120.657171,全聯苑裡世界店站 (已啟用),苗栗縣苑裡鎮世界路一段91-13號(近世界路一段與新興路口) ,24HR,18 ,"['2018-08-17 12:40:00 ~ 新增建置中', '2018-12-04 14:25:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-14 11:15:00 ~ 將狀態 100 改回建置中', '2021-12-13 17:41:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00', '2021-07-08 22:00:00 ~ 2021-07-09 18:00:00']"
星巴克本館店站(多站),VmId: cb93a602-de81-4646-9734-73dc4c13085d<br>地址: 高雄市鳥松區本館路211號(近本華路/應安街口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.650569<br>Longitude: 120.341469,,,,,-1,0,-1,,,cb93a602-de81-4646-9734-73dc4c13085d,高雄市鳥松區本館路211號(近本華路/應安街口),已啟用,22.650569,120.341469,星巴克本館店站A (已啟用),高雄市鳥松區本館路211號(近本華路/應安街口) ,24HR,127 ,"['2021-05-14 10:06:00 ~ 新增建置中', '2021-05-18 12:26:00 ~ 狀態變更為 100 (即將啟用)', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油宜蘭豐富加油站(多站),VmId: cbc2e573-c5e9-4c99-9615-eda1a241c75b<br>地址: 宜蘭縣礁溪鄉礁溪路三段266號(近礁溪分局三城派出所)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.811315<br>Longitude: 121.767686,,,,,-1,0,-1,,,cbc2e573-c5e9-4c99-9615-eda1a241c75b,宜蘭縣礁溪鄉礁溪路三段266號(近礁溪分局三城派出所),已啟用,24.811315,121.767686,中油宜蘭豐富加油站A (已啟用),宜蘭縣礁溪鄉礁溪路三段266號(近礁溪分局三城派出所) ,24HR,50 ,"['2020-12-04 17:41:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-12-14 15:16:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油智弘加油站,VmId: cc2c58cf-380c-45bf-b32c-ce0c148cc468<br>地址: 台中市東區大智路210號(近大智路/建成路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.131734<br>Longitude: 120.689955,,,,,-1,0,-1,,,cc2c58cf-380c-45bf-b32c-ce0c148cc468,台中市東區大智路210號(近大智路/建成路口),已啟用,24.131734,120.689955,中油智弘加油站 (已啟用),台中市東區大智路210號(近大智路/建成路口) ,24HR,18 ,"['2019-10-24 14:40:00 ~ 新增建置中', '2019-11-13 11:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-12-02 15:30:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00', '2021-07-29 13:30:00 ~ 2021-07-30 18:00:00']"
全聯雲林斗六店站(多站),VmId: cc480eeb-93c4-49b1-9b12-15474249b5bf<br>地址: 雲林縣斗六市林投里莊敬路43號(近中山紀念公園)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.703846<br>Longitude: 120.550589,,,,,-1,0,-1,,,cc480eeb-93c4-49b1-9b12-15474249b5bf,雲林縣斗六市林投里莊敬路43號(近中山紀念公園),已啟用,23.703846,120.550589,全聯雲林斗六店站A (已啟用),雲林縣斗六市林投里莊敬路43號(近中山紀念公園) ,24HR,68 ,"['2020-07-22 14:51:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-07-24 11:21:00 ~ 將狀態 100 改回建置中', '2020-08-03 14:56:00 ~ 狀態變更為 100 (即將啟用)', '2020-08-03 21:56:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
HiLife 竹北水岸店站(多站),VmId: cc66fa89-647c-481e-928f-111f8e13b5ec<br>地址: 新竹縣竹北市興隆路三段357號(近興隆路三段/嘉豐南路二段路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.804314<br>Longitude: 121.030052,,,,,-1,0,-1,,,cc66fa89-647c-481e-928f-111f8e13b5ec,新竹縣竹北市興隆路三段357號(近興隆路三段/嘉豐南路二段路口),已啟用,24.804314,121.030052,HiLife 竹北水岸店站A (已啟用),新竹縣竹北市興隆路三段357號(近興隆路三段/嘉豐南路二段路口) ,24HR,50 ,[],[]
台北捷運輔大站(多站)(4號出口),VmId: cc6f2e1a-d2d7-4830-8d61-9b953f0a02ea<br>地址: 新北市新莊區中正路捷運站4號出口(近捷運站機車轉乘停車場)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.033049<br>Longitude: 121.436453,,,,,-1,0,-1,,,cc6f2e1a-d2d7-4830-8d61-9b953f0a02ea,新北市新莊區中正路捷運站4號出口(近捷運站機車轉乘停車場),已啟用,25.033049,121.436453,台北捷運輔大站(4號出口)A (已啟用),新北市新莊區中正路捷運站4號出口(近捷運站機車轉乘停車場) ,24HR,42 ,"['2020-07-15 08:51:00 ~ 更改站名', '2020-08-21 17:51:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00', '2020-08-17 09:30:00 ~ 2020-08-18 18:30:00']"
岡山福利站(多站),VmId: cc761370-7eaf-4c61-b13a-11fcdea60773<br>地址: 高雄市岡山區柳橋西路1號(近柳橋西路/樹人路)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.790308<br>Longitude: 120.289090,,,,,-1,0,-1,,,cc761370-7eaf-4c61-b13a-11fcdea60773,高雄市岡山區柳橋西路1號(近柳橋西路/樹人路),已啟用,22.790308,120.28909,岡山福利站A (已啟用),高雄市岡山區柳橋西路1號(近柳橋西路/樹人路) ,24HR,46 ,"['2020-06-05 17:15:00 ~ 新增建置中', '2020-06-05 17:35:00 ~ 移除建置中的站', '2020-09-04 11:31:00 ~ 新增建置中', '2020-09-11 16:21:00 ~ 狀態變更為 100 (即將啟用)', '2021-01-20 18:01:00 ~ 更改 GPS 位置']",[]
家樂福斗六店站,VmId: cc7c84a5-f7ce-412e-8ca8-52c2fa4277e6<br>地址: 雲林縣斗六市雲林路二段297號(近雲林縣政府)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.702237<br>Longitude: 120.530646,,,,,-1,0,-1,,,cc7c84a5-f7ce-412e-8ca8-52c2fa4277e6,雲林縣斗六市雲林路二段297號(近雲林縣政府),已啟用,23.702237,120.530646,家樂福斗六店站 (已啟用),雲林縣斗六市雲林路二段297號(近雲林縣政府) ,24HR,32 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-04 18:55:00 ~ 2021-08-05 18:55:00', '2020-10-08 12:09:00 ~ 2020-10-09 12:09:00', '2020-10-08 11:02:00 ~ 2020-10-09 11:02:00', '2020-10-08 11:02:00 ~ 2020-10-09 11:02:00', '2020-09-29 19:47:00 ~ 2020-09-30 19:47:00', '2020-09-29 19:47:00 ~ 2020-09-30 19:47:00', '2020-09-21 12:10:00 ~ 2020-09-22 12:10:00', '2020-09-21 12:10:00 ~ 2020-09-22 12:10:00', '2020-09-21 12:10:00 ~ 2020-09-22 12:10:00', '2020-08-14 00:15:00 ~ 2020-08-14 18:00:00']"
全鋒大崙加油站,VmId: cc949c7e-cfef-4bd4-afcc-2c827f126174<br>地址: 桃園市中壢區中正路四段765號(近中正路四段/福山路一段口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.992790<br>Longitude: 121.169720,,,,,-1,0,-1,,,cc949c7e-cfef-4bd4-afcc-2c827f126174,桃園市中壢區中正路四段765號(近中正路四段/福山路一段口),已啟用,24.99279,121.16972,全鋒大崙加油站 (已啟用),桃園市中壢區中正路四段765號(近中正路四段/福山路一段口) ,24HR,18 ,"['2018-08-17 15:25:00 ~ 新增建置中', '2018-08-17 17:05:00 ~ 更改站名', '2018-12-14 01:20:00 ~ 狀態變更為 100 (即將啟用)', '2018-12-28 14:00:00 ~ 啟用', '2019-12-06 15:10:00 ~ 更改地址敘述', '2020-05-29 17:45:00 ~ 更改地址', '2022-04-06 12:06:00 ~ 更改站名']",[]
應安168 桃園場停車場站(多站),VmId: cc96768b-abdc-45fc-9e99-936c06fce6f9<br>地址: 桃園市桃園區吉林路7號(近大林路/吉林路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.988469<br>Longitude: 121.315583,,,,,-1,0,-1,,,cc96768b-abdc-45fc-9e99-936c06fce6f9,桃園市桃園區吉林路7號(近大林路/吉林路口),已啟用,24.988469,121.315583,應安168 桃園場停車場站A (已啟用),桃園市桃園區吉林路7號(近大林路/吉林路口) ,24HR,52 ,"['2020-11-03 14:46:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-11-10 17:21:00 ~ 更改 GPS 位置', '2021-07-05 18:16:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
新北市大漢停車場站,VmId: ccaa733a-085d-4a29-84ba-58c66031f5f4<br>地址: 新北市板橋區民生路三段119號對面(近民生路三段/文化路二段口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.024454<br>Longitude: 121.467472,,,,,-1,0,-1,,,ccaa733a-085d-4a29-84ba-58c66031f5f4,新北市板橋區民生路三段119號對面(近民生路三段/文化路二段口),已啟用,25.024454,121.467472,新北市大漢停車場站 (已啟用),新北市板橋區民生路三段119號對面(近民生路三段/文化路二段口) ,24HR,32 ,"['2020-10-06 17:41:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-02-08 15:06:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油沅成加油站,VmId: ccc82a5e-b789-4dc8-80ad-43d27413f6af<br>地址: 屏東縣潮州鎮潮州路1211號(近潮州路/四維路)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.561250<br>Longitude: 120.554093,,,,,-1,0,-1,,,ccc82a5e-b789-4dc8-80ad-43d27413f6af,屏東縣潮州鎮潮州路1211號(近潮州路/四維路),已啟用,22.56125,120.554093,中油沅成加油站 (已啟用),屏東縣潮州鎮潮州路1211號(近潮州路/四維路) ,24HR,24 ,[],[]
中油通丞加油站,VmId: ccd7d712-6f8f-48e7-843a-eb604a139de5<br>地址: 南投縣名間鄉名松路二段35號(近名松路二段/新厝路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 23.833021<br>Longitude: 120.639661,,,,,-1,0,-1,,,ccd7d712-6f8f-48e7-843a-eb604a139de5,南投縣名間鄉名松路二段35號(近名松路二段/新厝路口),已啟用,23.833021,120.639661,中油通丞加油站 (已啟用),南投縣名間鄉名松路二段35號(近名松路二段/新厝路口) ,24HR,24 ,"['2020-12-04 15:01:00 ~ 新增建置中', '2020-12-07 19:16:00 ~ 狀態變更為 100 (即將啟用)', '2020-12-16 18:21:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00', '2021-08-09 17:30:00 ~ 2021-08-13 18:00:00']"
7-ELEVEN 新忠貞店站(多站),VmId: cd00be94-2e2d-46f6-9d8c-5ef26ab6fbcb<br>地址: 台中市沙鹿區東大路二段1587號(近東大路二段/忠貞路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.242155<br>Longitude: 120.614401,,,,,-1,0,-1,,,cd00be94-2e2d-46f6-9d8c-5ef26ab6fbcb,台中市沙鹿區東大路二段1587號(近東大路二段/忠貞路口),已啟用,24.242155,120.614401,7-ELEVEN 新忠貞店站A (已啟用),台中市沙鹿區東大路二段1587號(近東大路二段/忠貞路口) ,24HR,52 ,"['2019-02-25 16:20:00 ~ 新增建置中', '2019-04-03 01:10:00 ~ 狀態變更為 100 (即將啟用)', '2019-04-09 14:10:00 ~ 啟用', '2022-01-14 17:51:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
臺灣大道市政大樓附屬平面停車場站(多站)(惠中路側),VmId: cd24f0aa-1580-4c9d-8a78-98ad5928dd7e<br>地址: 臺中市西屯區惠中路、市政北七路(近惠中路/市政北七路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.161998<br>Longitude: 120.645066,,,,,-1,0,-1,,,cd24f0aa-1580-4c9d-8a78-98ad5928dd7e,臺中市西屯區惠中路、市政北七路(近惠中路/市政北七路口),已啟用,24.161998,120.645066,臺灣大道市政大樓附屬平面停車場站(惠中路側)A (已啟用),台中市西屯區惠中路、市政北七路(近惠中路/市政北七路口) ,24HR,50 ,"['2020-11-19 22:11:00 ~ 新增建置中', '2020-11-23 18:56:00 ~ 狀態變更為 100 (即將啟用)', '2021-05-10 13:41:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
全家中壢龍興店站,VmId: cd25f55f-e4a7-4880-9182-6767bd4ef812<br>地址: 桃園市中壢區龍岡路二段317號﹑319號(近龍岡路二段/龍岡路二段321巷交叉口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.942167<br>Longitude: 121.230130,,,,,-1,0,-1,,,cd25f55f-e4a7-4880-9182-6767bd4ef812,桃園市中壢區龍岡路二段317號﹑319號(近龍岡路二段/龍岡路二段321巷交叉口),已啟用,24.942167,121.23013,全家中壢龍興店站 (已啟用),桃園市中壢區龍岡路二段317號﹑319號(近龍岡路二段/龍岡路二段321巷交叉口) ,24HR,26 ,"['2019-02-12 23:45:00 ~ 新增建置中', '2019-02-15 16:10:00 ~ 更改地址', '2019-03-13 13:48:00 ~ 狀態變更為 100 (即將啟用)', '2019-03-15 13:25:00 ~ 啟用', '2019-12-06 15:30:00 ~ 更改地址敘述']","['2021-08-13 12:00:00 ~ 2021-08-13 13:30:00', '2020-12-10 13:10:00 ~ 2020-12-10 15:00:00', '2020-12-10 13:10:00 ~ 2020-12-10 15:00:00', '2020-10-26 12:18:00 ~ 2020-10-27 12:18:00', '2020-10-15 09:28:00 ~ 2020-10-16 09:28:00', '2020-10-15 09:28:00 ~ 2020-10-16 09:28:00', '2020-09-24 23:24:00 ~ 2020-09-26 23:24:00', '2020-09-24 23:24:00 ~ 2020-09-25 23:24:00', '2020-09-21 12:29:00 ~ 2020-09-22 12:29:00', '2020-09-21 12:29:00 ~ 2020-09-22 12:29:00']"
中油美林加油站,VmId: cd5bf080-99e7-4e2e-affb-b2021c79b540<br>地址: 高雄市旗山區延平二路114號(近旗山區農會-旗尾分部)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.882504<br>Longitude: 120.495128,,,,,-1,0,-1,,,cd5bf080-99e7-4e2e-affb-b2021c79b540,高雄市旗山區延平二路114號(近旗山區農會-旗尾分部),已啟用,22.882504,120.495128,中油美林加油站 (已啟用),高雄市旗山區延平二路114號(近旗山區農會-旗尾分部) ,24HR,24 ,[],[]
全家大里新光店站(多站),VmId: cd643d33-9f36-41f5-a1e8-526fde807e1d<br>地址: 台中市大里區新光路93號(近新光路/東榮路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.109505<br>Longitude: 120.691908,,,,,-1,0,-1,,,cd643d33-9f36-41f5-a1e8-526fde807e1d,台中市大里區新光路93號(近新光路/東榮路口),已啟用,24.109505,120.691908,全家大里新光店站A (已啟用),台中市大里區新光路93號(近新光路/東榮路口) ,24HR,36 ,"['2019-10-05 12:10:00 ~ 新增建置中', '2019-10-05 15:15:00 ~ 更改站名', '2019-10-24 22:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-10-31 16:45:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
台塑中泰加油站,VmId: cd787a0e-b812-430a-9092-aa0f2bac9505<br>地址: 新北市泰山區泰林路二段32號(近中港西路/泰林路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.057274<br>Longitude: 121.436322,,,,,-1,0,-1,,,cd787a0e-b812-430a-9092-aa0f2bac9505,新北市泰山區泰林路二段32號(近中港西路/泰林路口),已啟用,25.057274,121.436322,台塑中泰加油站 (已啟用),新北市泰山區泰林路二段32號(近中港西路/泰林路口) ,24HR,32 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2020-12-30 00:00:00 ~ 2021-01-01 00:00:00', '2020-11-22 18:18:00 ~ 2020-11-23 18:18:00', '2020-11-22 18:18:00 ~ 2020-11-23 18:18:00', '2020-11-16 14:02:00 ~ 2020-11-17 14:02:00', '2020-10-27 11:20:00 ~ 2020-10-28 11:20:00', '2020-07-14 12:08:00 ~ 2020-07-15 12:08:00', '2020-02-07 10:55:00 ~ 2020-02-08 10:55:00', '2020-01-09 15:26:00 ~ 2020-01-10 15:26:00', '2020-01-02 10:47:00 ~ 2020-01-03 10:47:00', '2019-12-17 13:08:00 ~ 2019-12-18 13:08:00']"
新竹竹蓮市場站(多站),VmId: cda5dcd1-a69b-4015-a909-1e724f61deee<br>地址: 新竹市東區竹蓮街15號(近竹蓮街與竹蓮街26巷口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.797328<br>Longitude: 120.971723,,,,,-1,0,-1,,,cda5dcd1-a69b-4015-a909-1e724f61deee,新竹市東區竹蓮街15號(近竹蓮街與竹蓮街26巷口),已啟用,24.797328,120.971723,新竹竹蓮市場站A (已啟用),新竹市東區竹蓮街15號(近竹蓮街與竹蓮街26巷口) ,24HR,50 ,"['2020-05-22 15:35:00 ~ 新增建置中', '2020-05-25 10:45:00 ~ 狀態變更為 100 (即將啟用)', '2020-05-26 18:25:00 ~ 啟用', '2020-05-27 11:20:00 ~ 更改服務時間']","['2021-07-14 10:30:00 ~ 2021-07-14 14:00:00', '2021-07-14 10:30:00 ~ 2021-07-14 14:00:00', '2021-07-14 10:30:00 ~ 2021-07-14 14:00:00', '2021-07-14 10:30:00 ~ 2021-07-14 14:00:00', '2021-07-14 10:30:00 ~ 2021-07-14 14:00:00', '2020-11-19 09:40:00 ~ 2020-11-19 15:00:00', '2020-11-19 09:40:00 ~ 2020-11-19 15:00:00', '2020-11-19 09:40:00 ~ 2020-11-19 15:00:00', '2020-11-19 09:40:00 ~ 2020-11-19 15:00:00', '2020-11-09 10:54:00 ~ 2020-11-10 10:54:00']"
臺中市長青學苑站(多站),VmId: cdaf5d89-ae59-4b0c-9456-b1d640eb38d6<br>地址: 臺中市霧峰區大同路16號(近大同路/民生路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.061536<br>Longitude: 120.699756,,,,,-1,0,-1,,,cdaf5d89-ae59-4b0c-9456-b1d640eb38d6,臺中市霧峰區大同路16號(近大同路/民生路口),已啟用,24.061536,120.699756,臺中市長青學苑站A (已啟用),台中市霧峰區大同路16號(近大同路/民生路口) ,24HR,50 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],[]
中油北投加油站,VmId: cddc5457-15f4-4b4f-ace7-b19cbc671c5d<br>地址: 台北市北投區承德路七段384號(近承德路七段/公館路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 25.119563<br>Longitude: 121.502393,,,,,-1,0,-1,,,cddc5457-15f4-4b4f-ace7-b19cbc671c5d,台北市北投區承德路七段384號(近承德路七段/公館路口),已啟用,25.119563,121.502393,中油北投加油站 (已啟用),台北市北投區承德路七段384號(近承德路七段/公館路口) ,24HR,30 ,"['2018-12-25 17:20:00 ~ 新增建置中', '2019-01-08 12:30:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-28 14:00:00 ~ 啟用']","['2021-01-01 13:09:00 ~ 2021-01-02 13:09:00', '2021-01-01 13:09:00 ~ 2021-01-02 13:09:00', '2020-12-01 23:27:00 ~ 2020-12-03 23:27:00', '2020-12-01 23:27:00 ~ 2020-12-03 23:27:00', '2020-12-01 23:27:00 ~ 2020-12-02 23:27:00', '2020-10-25 22:43:00 ~ 2020-10-27 22:43:00', '2020-10-25 22:43:00 ~ 2020-10-26 22:43:00', '2020-10-09 13:29:00 ~ 2020-10-10 13:29:00', '2020-10-09 13:29:00 ~ 2020-10-10 13:29:00', '2020-10-09 13:29:00 ~ 2020-10-10 13:29:00']"
中油頭份工業區加油站,VmId: cddd4615-6fb3-44b7-a854-0b98f2f07e08<br>地址: 苗栗縣頭份市蘆竹里中華路519號(近中華路與中民路口)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 24.676638<br>Longitude: 120.895369,,,,,-1,0,-1,,,cddd4615-6fb3-44b7-a854-0b98f2f07e08,苗栗縣頭份市蘆竹里中華路519號(近中華路與中民路口),已啟用,24.676638,120.895369,中油頭份工業區加油站 (已啟用),苗栗縣頭份市蘆竹里中華路519號(近中華路與中民路口) ,24HR,18 ,"['2018-12-26 16:25:00 ~ 新增建置中', '2019-01-09 14:50:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-22 16:20:00 ~ 啟用']","['2021-08-03 11:00:00 ~ 2021-08-03 15:00:00', '2021-08-03 11:00:00 ~ 2021-08-03 15:00:00', '2021-08-03 11:00:00 ~ 2021-08-03 15:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00', '2021-01-11 10:00:00 ~ 2021-01-11 18:00:00']"
台塑明月潭加油站,VmId: ce2cfac4-0339-485e-b7e9-e4cb5f1bdd7d<br>地址: 高雄市大寮區內坑路158之6號(近內坑路/高71鄉道)<br>營業時間: 24HR<br>目前狀態: 已啟用<br>Latitude: 22.589401<br>Longitude: 120.380138,,,,,-1,0,-1,,,ce2cfac4-0339-485e-b7e9-e4cb5f1bdd7d,高雄市大寮區內坑路158之6號(近內坑路/高71鄉道),已啟用,22.589401,120.380138,台塑明月潭加油站 (已啟用),高雄市大寮區內坑路158之6號(近內坑路/高71鄉道) ,24HR,18 ,[],[]
